#languageTag	#level	#worksheet	#problemNo	#sequenceType	#voiceSource	#problemSentence	#exampleNumber1	#exampleNumber2	#exampleNumber3	#exampleNumber4	#exampleWord1	#exampleWord2	#exampleWord3	#exampleWord4	#rightFormula	#rightAnswer	#objectValueA	#objectValueB	#objectValueC	#objectValueD	#equationValueA	#equationValueB	#equationSign	#equationUnknown	#objectSourceA	#objectSourceB	#objectSourceC	#objectSourceD
en-US	12	2	3	4	"It rained 8 days in January. It rained 9 more days in February than January. How many days did it rain in February?"	It rained 8 days in January. It rained 9 more days in February than January. How many days did it rain in February?	15	16	17	18	days	days	days	days	8 + 9 = <17>	3	8	17	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	12	2	4	4	"The postman delivered 3 more letters today than yesterday. He delivered@8 letters yesterday. How many letters did he deliver today?"	The postman delivered 3 more letters today than yesterday. He delivered@8 letters yesterday. How many letters did he deliver today?	11	13	15	17	mails	mails	mails	mails	8 + 3 = <11>	1	11	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	12	2	5	4	"Sirish and Ganesh were reading the same book. Ganesh read 9 more pages than Sirish. Sirish read 11 pages of the book. How many pages did Ganesh read?"	Sirish and Ganesh were reading the same book. Ganesh read 9 more pages than Sirish. Sirish read 11 pages of the book. How many pages did Ganesh read?	9	11	20	25	pages	pages	pages	pages	11 + 9 = <20>	3	20	11	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	12	3	1	4	"Mohanlalie has 9 pencils. Rashid has 5 more pencils than Mohanlalie. How many pencils does Rashid have?"	Mohanlalie has 9 pencils. Rashid has 5 more pencils than Mohanlalie. How many pencils does Rashid have?	12	13	14	15	pencils	pencils	pencils	pencils	9 + 5 = <14>	3	9	14	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	12	3	2	4	"Veena has 7 balls. Prabha has 6 more balls than Veena. How many balls does Prabha have?"	Veena has 7 balls. Prabha has 6 more balls than Veena. How many balls does Prabha have?	10	11	12	13	balls	balls	balls	balls	7 + 6 = <13>	4	7	13	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	12	3	3	4	"Dhiraj is 5 years old. Urvashi is 7 years older than Dhiraj. How old is Urvashi?"	Dhiraj is 5 years old. Urvashi is 7 years older than Dhiraj. How old is Urvashi?	11	12	13	14	years old	years old	years old	years old	5 + 7 = <12>	2	5	12	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	12	3	4	4	"Megha worked 4 more hours than Amrit. Amrit worked 8 hours. How many hours did Megha work?"	Megha worked 4 more hours than Amrit. Amrit worked 8 hours. How many hours did Megha work?	4	8	12	16	hours	hours	hours	hours	8 + 4 = <12>	3	12	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	12	3	5	4	"The postman delivered 3 more letters today than yesterday. He delivered@8 letters yesterday. How many letters did he deliver today?"	The postman delivered 3 more letters today than yesterday. He delivered@8 letters yesterday. How many letters did he deliver today?	11	13	15	17	mails	mails	mails	mails	8 + 3 = <11>	1	11	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	13	1	1	2	"There are 10 students on the school bus. 3 students get off the bus. How many students are left on the bus?"	There are 10 students on the school bus. 3 students get off the bus. How many students are left on the bus?	3	7	10	13	students	students	students	students	10 - 3 = <7>	2	10	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	13	1	2	2	"Pradeep has 13 oranges. He eats 5 of them. How many oranges does he have left?"	Pradeep has 13 oranges. He eats 5 of them. How many oranges does he have left?	5	8	11	13	oranges	oranges	oranges	oranges	13 - 5 = <8>	2	13	5	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	13	1	3	2	"Rehman has 12 math problems for homework. He answered 3 of them. How many more math problems does Rehman have left to answer?"	Rehman has 12 math problems for homework. He answered 3 of them. How many more math problems does Rehman have left to answer?	3	7	9	12	problems	problems	problems	problems	12 - 3 = <9>	3	12	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	13	1	4	2	"Anil has 16 marbles and loses 7 of them. How many marbles does Anil have now?"	Anil has 16 marbles and loses 7 of them. How many marbles does Anil have now?	6	7	8	9	marbles	marbles	marbles	marbles	16 - 7 = <9>	4	16	7	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	13	1	5	2	"Nassir picks up a 17-page book. He reads 9 pages. How many pages does he have left to read?"	Nassir picks up a 17-page book. He reads 9 pages. How many pages does he have left to read?	5	8	9	15	pages	pages	pages	pages	17 - 9 = <8>	2	17	9	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	13	2	1	2	"Rehman has 12 math problems for homework. He answered 3 of them. How many more math problems does Rehman have left to answer?"	Rehman has 12 math problems for homework. He answered 3 of them. How many more math problems does Rehman have left to answer?	3	7	9	12	problems	problems	problems	problems	12 - 3 = <9>	3	12	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	13	2	2	2	"Arjun has 11 mangoes in a basket. Arjun gives 4 mangoes to his sister. How many mangoes are left in the basket?"	Arjun has 11 mangoes in a basket. Arjun gives 4 mangoes to his sister. How many mangoes are left in the basket?	5	7	9	11	mangoes	mangoes	mangoes	mangoes	11 - 4 = <7>	2	11	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	13	2	3	2	"Pradeep has 13 oranges. He eats 5 of them. How many oranges does he have left?"	Pradeep has 13 oranges. He eats 5 of them. How many oranges does he have left?	5	8	11	13	oranges	oranges	oranges	oranges	13 - 5 = <8>	2	13	5	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	13	2	4	2	"Esha has 14 pencils in her bag. She let her friends borrow 7 of them. How many pencils does Esha have left?"	Esha has 14 pencils in her bag. She let her friends borrow 7 of them. How many pencils does Esha have left?	4	7	10	14	pencils	pencils	pencils	pencils	14 - 7 = <7>	2	14	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	13	2	5	2	"Anil has 16 marbles and loses 7 of them. How many marbles does Anil have now?"	Anil has 16 marbles and loses 7 of them. How many marbles does Anil have now?	6	7	8	9	marbles	marbles	marbles	marbles	16 - 7 = <9>	4	16	7	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	13	3	1	2	"Arjun has 11 mangoes in a basket. Arjun gives 4 mangoes to his sister. How many mangoes are left in the basket?"	Arjun has 11 mangoes in a basket. Arjun gives 4 mangoes to his sister. How many mangoes are left in the basket?	5	7	9	11	mangoes	mangoes	mangoes	mangoes	11 - 4 = <7>	2	11	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	13	3	2	2	"There are 10 students on the school bus. 3 students get off the bus. How many students are left on the bus?"	There are 10 students on the school bus. 3 students get off the bus. How many students are left on the bus?	3	7	10	13	students	students	students	students	10 - 3 = <7>	2	10	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	13	3	3	2	"Ritika has 12 books. She donates 8 books to her class library. How many books does Ritika have left?"	Ritika has 12 books. She donates 8 books to her class library. How many books does Ritika have left?	2	4	6	8	books	books	books	books	12 - 8 = <4>	2	12	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	13	3	4	2	"There are 15 ducks swimming in a pond. 7 ducks fly away. How many ducks are still swimming in the pond?"	There are 15 ducks swimming in a pond. 7 ducks fly away. How many ducks are still swimming in the pond?	5	7	8	10	ducks	ducks	ducks	ducks	15 - 7 = <8>	3	15	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	13	3	5	2	"There are 18 sheep in a barn. 9 sheep are sold. How many sheep are left in the barn?"	There are 18 sheep in a barn. 9 sheep are sold. How many sheep are left in the barn?	3	6	9	11	sheep	sheep	sheep	sheep	18 - 9 = <9>	3	18	9	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	14	1	1	4	"Namita has 13 flowers in her garden. Gauri has 8 flowers. How many more flowers does Namita have than Gauri?"	Namita has 13 flowers in her garden. Gauri has 8 flowers. How many more flowers does Namita have than Gauri?	3	5	8	13	flowers	flowers	flowers	flowers	13 - 8 = <5>	2	13	8	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	14	1	2	4	"Kalpana borrowed 11 books from the library. Her friend borrowed 5 books. How many more books did Kalpana borrow than her friend?"	Kalpana borrowed 11 books from the library. Her friend borrowed 5 books. How many more books did Kalpana borrow than her friend?	5	6	8	11	books	books	books	books	11 - 5 = <6>	2	11	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	14	1	3	4	"Saurabh makes 5 paper airplanes. Teena makes 14 paper airplanes. How many fewer paper airplanes does Saurabh make than Teena?"	Saurabh makes 5 paper airplanes. Teena makes 14 paper airplanes. How many fewer paper airplanes does Saurabh make than Teena?	4	5	9	14	airplanes	airplanes	airplanes	airplanes	14 - 5 = <9>	3	5	14	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	14	1	4	4	"Arvind is 12 years old. His brother Deepesh is 8 years old. How much younger is Deepesh than Arvind?"	Arvind is 12 years old. His brother Deepesh is 8 years old. How much younger is Deepesh than Arvind?	4	8	12	18	years	years	years	years	12 - 8  = <4>	1	12	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	14	1	5	4	"Children are drawing pictures to decorate their classroom. The boys draw 11 pictures and the girls draw 20. How many more pictures do girls draw than boys?"	Children are drawing pictures to decorate their classroom. The boys draw 11 pictures and the girls draw 20. How many more pictures do girls draw than boys?	9	11	15	20	pictures	pictures	pictures	pictures	20 - 11 = <9>	1	11	20	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	14	2	1	4	"Nitika bought 12 plants. Her sister bought 7 plants. How many more plants did Nitika buy than her sister?"	Nitika bought 12 plants. Her sister bought 7 plants. How many more plants did Nitika buy than her sister?	3	5	7	12	plants	plants	plants	plants	12 - 7 = <5>	2	12	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	14	2	2	4	"It rained 15 days in March. It rained 8 days in April. How many more days did it rain in March than April?"	It rained 15 days in March. It rained 8 days in April. How many more days did it rain in March than April?	5	7	8	15	days	days	days	days	15 - 8 = <7>	2	15	8	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	14	2	3	4	"Arvind is 12 years old. His brother Deepesh is 8 years old. How much younger is Deepesh than Arvind?"	Arvind is 12 years old. His brother Deepesh is 8 years old. How much younger is Deepesh than Arvind?	4	8	12	18	years	years	years	years	12 - 8  = <4>	1	12	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	14	2	4	4	"Prabha bakes 15 cookies and 7 cakes. How many fewer cakes did she bake than cookies?"	Prabha bakes 15 cookies and 7 cakes. How many fewer cakes did she bake than cookies?	7	8	9	10	cakes	cakes	cakes	cakes	15 - 7 = <8>	2	15	7	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	14	2	5	4	"There are 13 girls and 18 boys in a class. How many more boys are there than girls?"	There are 13 girls and 18 boys in a class. How many more boys are there than girls?	5	10	13	18	boys	boys	boys	boys	18 - 13 = <5>	1	13	18	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	14	3	1	4	"It rained 15 days in March. It rained 8 days in April. How many more days did it rain in March than April?"	It rained 15 days in March. It rained 8 days in April. How many more days did it rain in March than April?	5	7	8	15	days	days	days	days	15 - 8 = <7>	2	15	8	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	14	3	2	4	"Namita has 13 flowers in her garden. Gauri has 8 flowers. How many more flowers does Namita have than Gauri?"	Namita has 13 flowers in her garden. Gauri has 8 flowers. How many more flowers does Namita have than Gauri?	3	5	8	13	flowers	flowers	flowers	flowers	13 - 8 = <5>	2	13	8	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	14	3	3	4	"Prabha bakes 15 cookies and 7 cakes. How many fewer cakes did she bake than cookies?"	Prabha bakes 15 cookies and 7 cakes. How many fewer cakes did she bake than cookies?	7	8	9	10	cakes	cakes	cakes	cakes	15 - 7 = <8>	2	15	7	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	14	3	4	4	"Saurabh makes 5 paper airplanes. Teena makes 14 paper airplanes. How many fewer paper airplanes does Saurabh make than Teena?"	Saurabh makes 5 paper airplanes. Teena makes 14 paper airplanes. How many fewer paper airplanes does Saurabh make than Teena?	4	5	9	14	airplanes	airplanes	airplanes	airplanes	14 - 5 = <9>	3	5	14	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	14	3	5	4	"Kasturba found 20 seashells on the beach. Vinay found 6 seashells. How many more seashells did Kasturba find than Vinay?"	Kasturba found 20 seashells on the beach. Vinay found 6 seashells. How many more seashells did Kasturba find than Vinay?	6	10	14	20	seashells	seashells	seashells	seashells	20 - 6 = <14>	3	20	6	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	15	1	1	5	"Ms. Basanti is playing a hide-and-seek game with her 11 students. She finds 3 students. How many students are still hiding?"	Ms. Basanti is playing a hide-and-seek game with her 11 students. She finds 3 students. How many students are still hiding?	3	5	8	11	students	students	students	students	11 = 3 + <8>	3	3	8	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	15	1	2	5	"There are 15 students in a classroom. 9 of the students are wearing long pants. The rest are wearing short pants. How many students are wearing short pants?"	There are 15 students in a classroom. 9 of the students are wearing long pants. The rest are wearing short pants. How many students are wearing short pants?	3	6	9	15	students	students	students	students	15 = 9 + <6>	2	9	6	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	15	1	3	5	"Jaswant has 17 balloons. 8 balloons are red and the rest are green. How many balloons are green?"	Jaswant has 17 balloons. 8 balloons are red and the rest are green. How many balloons are green?	7	8	9	10	balloons	balloons	balloons	balloons	17 = 8 + <9>	3	8	9	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	15	1	4	5	"Priyanka and Kajal caught 14 fireflies altogether. Priyanka caught 5 fireflies. How many fireflies did Kajal catch?"	Priyanka and Kajal caught 14 fireflies altogether. Priyanka caught 5 fireflies. How many fireflies did Kajal catch?	6	9	12	14	fireflies	fireflies	fireflies	fireflies	14 = 5 + <9>	2	5	9	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	15	1	5	5	"Ms. Jagat has 12 students in her class. Some students are absent and@7 students are present. How many students are absent?"	Miss Jagat has 12 students in her class. Some students are absent and@7 students are present. How many students are absent?	5	7	9	12	students	students	students	students	12 = <5> + 7	1	5	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	15	2	1	5	"The tennis team has 12 players. 6 of the players are girls. Some are boys. How many tennis players are boys?"	The tennis team has 12 players. 6 of the players are girls. Some are boys. How many tennis players are boys?	2	6	10	12	boys	boys	boys	boys	12 = 6 + <6>	2	6	6	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	15	2	2	5	"A piece of wood is 13 inches long. It is cut into two parts. One part is 6 inches long. How long is the other part?"	A piece of wood is 13 inches long. It is cut into two parts. One part is 6 inches long. How long is the other part?	6	7	8	9	inches	inches	inches	inches	13 = 6 + <7>	2	6	7	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	15	2	3	5	"Priyanka and Kajal caught 14 fireflies altogether. Priyanka caught 5 fireflies. How many fireflies did Kajal catch?"	Priyanka and Kajal caught 14 fireflies altogether. Priyanka caught 5 fireflies. How many fireflies did Kajal catch?	6	9	12	14	fireflies	fireflies	fireflies	fireflies	14 = 5 + <9>	2	5	9	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	15	2	4	5	"Arun has 17 birthday gifts. 9 gifts are from his family and the rest are from his friends. How many gifts are from his friends?"	Arun has 17 birthday gifts. 9 gifts are from his family and the rest are from his friends. How many gifts are from his friends?	7	8	9	10	gifts	gifts	gifts	gifts	17 = 9 + <8>	2	9	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	15	2	5	5	"There are 16 children in a classroom. Some children go outside to play. 7 children stay inside to read books. How many children are outside?"	There are 16 children in a classroom. Some children go outside to play. 7 children stay inside to read books. How many children are outside?	7	9	13	16	children	children	children	children	16 = <9> + 7	2	9	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	15	3	1	5	"Uma writes 14 letters to friends and family. 7 letters are for her friends and the rest are for her family. How many letters are for her family?"	Uma writes 14 letters to friends and family. 7 letters are for her friends and the rest are for her family. How many letters are for her family?	4	7	10	14	letters	letters	letters	letters	14 = 7 + <7>	2	7	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	15	3	2	5	"Arun has 17 birthday gifts. 9 gifts are from his family and the rest are from his friends. How many gifts are from his friends?"	Arun has 17 birthday gifts. 9 gifts are from his family and the rest are from his friends. How many gifts are from his friends?	7	8	9	10	gifts	gifts	gifts	gifts	17 = 9 + <8>	2	9	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	15	3	3	5	"The tennis team has 12 players. 6 of the players are girls. Some are boys. How many tennis players are boys?"	The tennis team has 12 players. 6 of the players are girls. Some are boys. How many tennis players are boys?	2	6	10	12	boys	boys	boys	boys	12 = 6 + <6>	2	6	6	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	15	3	4	5	"A piece of wood is 13 inches long. It is cut into two parts. One part is 6 inches long. How long is the other part?"	A piece of wood is 13 inches long. It is cut into two parts. One part is 6 inches long. How long is the other part?	6	7	8	9	inches	inches	inches	inches	13 = 6 + <7>	2	6	7	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	15	3	5	5	"Ms. Jagat has 12 students in her class. Some students are absent and@7 students are present. How many students are absent?"	Ms. Jagat has 12 students in her class. Some students are absent and@7 students are present. How many students are absent?	5	7	9	12	students	students	students	students	12 = <5> + 7	1	5	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	16	1	1	3	"Sapna bought 2 boxes of mangoes. Each box has 4 mangoes. How many mangoes did she buy?"	Sapna bought 2 boxes of mangoes. Each box has 4 mangoes. How many mangoes did she buy?	4	8	12	16	mangoes	mangoes	mangoes	mangoes	2 X 4 = <8>	2	2	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	16	1	2	3	"Darpan has 3 pairs of socks. Each pair has 2 socks. How many socks does Darpan have?"	Darpan has 3 pairs of socks. Each pair has 2 socks. How many socks does Darpan have?	3	6	9	12	socks	socks	socks	socks	3 X 2 = <6>	2	3	2	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	16	1	3	3	"Prabha counted 3 flowers in the flower pot. Each flower has 5 petals. How many petals are there in all?"	Prabha counted 3 flowers in the flower pot. Each flower has 5 petals. How many petals are there in all?	5	10	15	20	petals	petals	petals	petals	3 X 5 = <15>	3	3	5	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	16	1	4	3	"A bee has 6 legs. How many legs do 2 bees have?"	A bee has 6 legs. How many legs do 2 bees have?	4	8	12	16	legs	legs	legs	legs	2 X 6 = <12>	3	2	6	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	16	1	5	3	"It takes Sally 7 minutes to run a mile. How long would it take her to run@4 miles?"	It takes Sally 7 minutes to run a mile. How long would it take her to run@4 miles?	7	14	28	35	minutes	minutes	minutes	minutes	4 X 7 = <28>	3	4	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	16	2	1	3	"There are 3 sheeps in the pasture. Each sheep has 4 lambs. How many lambs are in the pasture?"	There are 3 sheeps in the pasture. Each sheep has 4 lambs. How many lambs are in the pasture?	6	9	12	15	lambs	lambs	lambs	lambs	3 X 4 = <12>	3	3	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	16	2	2	3	"A duck has 2 legs. How many legs do 3 ducks have?"	A duck has 2 legs. How many legs do 3 ducks have?	3	6	9	12	legs	legs	legs	legs	3 X 2 = <6>	2	3	2	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	16	2	3	3	"There are 2 wagons on the farm. Each wagon carries 8 children. How many children are in the wagons?"	There are 2 wagons on the farm. Each wagon carries 8 children. How many children are in the wagons?	4	8	12	16	children	children	children	children	2 X 8 = <16>	4	2	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	16	2	4	3	"Shalini, Sonia, and Ramesh each ate 2 slices of pizza. How many slices of pizza did they eat in all?"	Shalini, Sonia, and Ramesh each ate 2 slices of pizza. How many slices of pizza did they eat in all?	3	6	12	15	slices	slices	slices	slices	3 X 2 = <6>	2	3	2	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	16	2	5	3	"Neha bought 4 boxes of donuts. Each box contains 5 donuts. How many donuts did she buy altogether?"	Neha bought 4 boxes of donuts. Each box contains 5 donuts. How many donuts did she buy altogether?	5	15	20	30	donuts	donuts	donuts	donuts	4 X 5 = <20>	3	4	5	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	16	3	1	3	"Darpan has 3 pairs of socks. Each pair has 2 socks. How many socks does Darpan have?"	Darpan has 3 pairs of socks. Each pair has 2 socks. How many socks does Darpan have?	3	6	9	12	socks	socks	socks	socks	3 X 2 = <6>	2	3	2	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	16	3	2	3	"There are 3 sheeps in the pasture. Each sheep has 4 lambs. How many lambs are in the pasture?"	There are 3 sheeps in the pasture. Each sheep has 4 lambs. How many lambs are in the pasture?	6	9	12	15	lambs	lambs	lambs	lambs	3 X 4 = <12>	3	3	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	16	3	3	3	"Sapna bought 2 boxes of mangoes. Each box has 4 mangoes. How many mangoes did she buy?"	Sapna bought 2 boxes of mangoes. Each box has 4 mangoes. How many mangoes did she buy?	4	8	12	16	mangoes	mangoes	mangoes	mangoes	2 X 4 = <8>	2	2	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	16	3	4	3	"There are 2 wagons on the farm. Each wagon carries 8 children. How many children are in the wagons?"	There are 2 wagons on the farm. Each wagon carries 8 children. How many children are in the wagons?	4	8	12	16	children	children	children	children	2 X 8 = <16>	4	2	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	16	3	5	3	"It takes Sally 7 minutes to run a mile. How long would it take her to run@4 miles?"	It takes Sally 7 minutes to run a mile. How long would it take her to run@4 miles?	7	14	28	35	minutes	minutes	minutes	minutes	4 X 7 = <28>	3	4	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	17	1	1	5	"2 children share 8 sweets equally. How many sweets does each child get?"	2 children share 8 sweets equally. How many sweets does each child get?	2	4	6	8	sweets	sweets	sweets	sweets	8 = <4> + <4>	2	4	4	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	17	1	2	5	"You and your sister share 10 bags of chips equally. How many bags of chips will each of you get?"	You and your sister share 10 bags of chips equally. How many bags of chips will each of you get?	2	3	5	10	bags	bags	bags	bags	10 = <5> + <5>	3	5	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	17	1	3	5	"A farmer has 16 eggs and puts them into 2 boxes equally. How many eggs are in each box?"	A farmer has 16 eggs and puts them into 2 boxes equally. How many eggs are in each box?	2	4	8	16	eggs	eggs	eggs	eggs	16 = <8> + <8>	3	8	8	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	17	1	4	5	"3 friends share 12 candies equally. How many candies does each friend get?"	3 friends share 12 candies equally. How many candies does each friend get?	3	4	5	6	candies	candies	candies	candies	12 = <4> + <4> + <4>	2	4	4	4	0					wordwindow-stone-green.png	wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	17	1	5	5	"20 students were equally divided into 4 groups by the teacher. How many students are in each group?"	20 students were equally divided into 4 groups by the teacher. How many students are in each group?	5	10	15	20	students	students	students	students	20 = <5> + <5> + <5> + <5>	1	5	5	5	5					wordwindow-stone-blue.png	wordwindow-stone-red.png	wordwindow-stone-green.png	wordwindow-stone-yellow.png		
en-US	17	2	1	5	"Jyoti picked 6 flowers. She put an equal amount of flowers into 2 vases. How many flowers did she put in each vase?"	Jyoti picked 6 flowers. She put an equal amount of flowers into 2 vases. How many flowers did she put in each vase?	2	3	5	6	flowers	flowers	flowers	flowers	6 = <3> + <3>	2	3	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	17	2	2	5	"You and your sister share 10 bags of chips equally. How many bags of chips will each of you get?"	You and your sister share 10 bags of chips equally. How many bags of chips will each of you get?	2	3	5	10	bags	bags	bags	bags	10 = <5> + <5>	3	5	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	17	2	3	5	"Shristi baked 18 brownies. She put an equal number of brownies on to 2 plates. How many brownies are on each plate?"	Shristi baked 18 brownies. She put an equal number of brownies on to 2 plates. How many brownies are on each plate?	2	8	9	18	brownies	brownies	brownies	brownies	18 = <9> + <9>	3	9	9	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png	wordwindow-stone-blue.png	
en-US	17	2	4	5	"Mr. Rupesh's class has 18 books. He arranges them equally on 3 shelves. How many books are on each shelf?"	Mr. Rupesh's class has 18 books. He arranges them equally on 3 shelves. How many books are on each shelf?	3	6	16	18	books	books	books	books	18 = <6> + <6> + <6>	2	6	6	6	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png	wordwindow-stone-green.png	
en-US	17	2	5	5	"Krishna bought 12 fish. He put an equal number of fish into 4 tanks. How many fish are in each tank?"	Krishna bought 12 fish. He put an equal number of fish into 4 tanks. How many fish are in each tank?	3	4	9	12	fish	fish	fish	fish	12 = <3> + <3> + <3> + <3>	1	3	3	3	3					wordwindow-stone-blue.png	wordwindow-stone-yellow.png	wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	17	3	1	5	"You and your sister share 10 bags of chips equally. How many bags of chips will each of you get?"	You and your sister share 10 bags of chips equally. How many bags of chips will each of you get?	2	3	5	10	bags	bags	bags	bags	10 = <5> + <5>	3	5	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	17	3	2	5	"Jyoti picked 6 flowers. She put an equal amount of flowers into 2 vases. How many flowers did she put in each vase?"	Jyoti picked 6 flowers. She put an equal amount of flowers into 2 vases. How many flowers did she put in each vase?	2	3	5	6	flowers	flowers	flowers	flowers	6 = <3> + <3>	2	3	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	17	3	3	5	"A farmer has 16 eggs and puts them into 2 boxes equally. How many eggs are in each box?"	A farmer has 16 eggs and puts them into 2 boxes equally. How many eggs are in each box?	2	4	8	16	eggs	eggs	eggs	eggs	16 = <8> + <8>	3	8	8	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	17	3	4	5	"Ekbal picked 6 mangoes from a tree. He put an equal number of mangoes into 3 boxes. How many mangoes did he put in each box?"	Ekbal picked 6 mangoes from a tree. He put an equal number of mangoes into 3 boxes. How many mangoes did he put in each box?	2	3	5	6	mangoes	mangoes	mangoes	mangoes	6 = <2> + <2> + <2>	1	2	2	2	0					wordwindow-stone-red.png	wordwindow-stone-green.png	wordwindow-stone-blue.png		
