#languageTag	#level	#worksheet	#problemNo	#sequenceType	#voiceSource	#problemSentence	#exampleNumber1	#exampleNumber2	#exampleNumber3	#exampleNumber4	#exampleWord1	#exampleWord2	#exampleWord3	#exampleWord4	#rightFormula	#rightAnswer	#objectValueA	#objectValueB	#objectValueC	#objectValueD	#equationValueA	#equationValueB	#equationSign	#equationUnknown	#objectSourceA	#objectSourceB	#objectSourceC	#objectSourceD
en-US	9	3	2	6	"नकुल के पास 4 मार्बल्स हैं। सू ने नकुल को कुछ और मार्बल्स दिए और अब उसके पास कुल 6 मार्बल्स हैं। सू ने नकुल को कितने मार्बल्स दिए?"	नकुल के पास 4 मार्बल्स हैं। सू ने नकुल को कुछ और मार्बल्स दिए और अब उसके पास कुल 6 मार्बल्स हैं। सू ने नकुल को कितने मार्बल्स दिए?	2	3	4	5	marbles	marbles	marbles	marbles	4 + <2>= 6	1					4	2	+	B	wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	9	3	3	6	"विराट ने एक स्टोर में जाकर कुछ टी-शर्ट खरीदीं। वह दूसरे स्टोर में गया और 2 और टी-शर्ट खरीदे। उसने कुल 7 टी-शर्ट खरीदीं। उसने पहली दुकान पर कितनी टी-शर्ट खरीदीं?"	विराट ने एक स्टोर में जाकर कुछ टी-शर्ट खरीदीं। वह दूसरे स्टोर में गया और 2 और टी-शर्ट खरीदे। उसने कुल 7 टी-शर्ट खरीदीं। उसने पहली दुकान पर कितनी टी-शर्ट खरीदीं	3	5	7	9	t-shirts	t-shirts	t-shirts	t-shirts	<5> + 2 = 7	2					5	2	+	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	9	3	4	6	"लंच से पहले नकुल ने अपनी किताब के 6 पेज पढ़े। लंच के बाद उसने कुछ और पढ़ा। यदि नकुल ने सभी में 9 पेज पढ़े, तो लंच के बाद उसने कितने पेज पढ़े?"	लंच से पहले नकुल ने अपनी किताब के 6 पेज पढ़े। लंच के बाद उसने कुछ और पढ़ा। यदि नकुल ने सभी में 9 पेज पढ़े, तो लंच के बाद उसने कितने पेज पढ़े	3	6	9	12	pages	pages	pages	pages	6 + <3> = 9	1					6	3	+	B	wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	9	3	5	6	"एक जार में कुछ झींगुर होते हैं। आप 5 और झींगुर लेते हैं और अब सभी में 10 झींगुर हैं। आपने कितने झींगुर लिए हैं?"	एक जार में कुछ झींगुर होते हैं। आप 5 और झींगुर लेते हैं और अब सभी में 10 झींगुर हैं। आपने कितने झींगुर लिए हैं?	2	3	4	5	crickets	crickets	crickets	crickets	<5> + 5 = 10	4					5	5	+	A	wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	10	1	1	6	"अलका ने अपने परिवार के लिए 6 सैंडविच बनाए। उसके परिवार ने कुछ खाया और 2 बचे थे। उसके परिवार ने कितने सैंडविच खाए?"	अलका ने अपने परिवार के लिए 6 सैंडविच बनाए। उसके परिवार ने कुछ खाया और 2 बचे थे। उसके परिवार ने कितने सैंडविच खाए?	2	4	6	8	sandwiches	sandwiches	sandwiches	sandwiches	6 - <4> = 2	2					6	4	-	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	10	1	2	6	"7 लडक़े अपनी बाइक चलाते हैं। कुछ लडक़े घर जाते हैं। 5 लडक़े अपनी बाइक चलाना जारी रखते हैं। कितने लडक़े घर गए?"	7 लडक़े अपनी बाइक चलाते हैं। कुछ लडक़े घर जाते हैं। 5 लडक़े अपनी बाइक चलाना जारी रखते हैं। कितने लडक़े घर गए?	2	5	7	10	boys	boys	boys	boys	7 - <2> = 5	1					7	2	-	B	wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	10	1	3	6	"राम और उसके दोस्त 9 पतंग उड़ाते हैं। कुछ पतंग एक पेड़ में फंस जाती हैं। 6 पतंगें अभी भी उड़ रही हैं। पेड़ में कितनी पतंगें अटकी हैं?"	राम और उसके दोस्त 9 पतंग उड़ाते हैं। कुछ पतंग एक पेड़ में फंस जाती हैं। 6 पतंगें अभी भी उड़ रही हैं। पेड़ में कितनी पतंगें अटकी हैं?	3	6	9	10	kites	kites	kites	kites	9 - <3>= 6	1					9	3	-	B	wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	10	1	4	6	"मेरे पास 10 एपल्स हैं। मैं कुछ एपल्स खाता हूं। मेरे पास 4 एपल्स बचे हैं। मैंने कितने एपल्स खाए?"	मेरे पास 10 एपल्स हैं। मैं कुछ एपल्स खाता हूं। मेरे पास 4 एपल्स बचे हैं। मैंने कितने एपल्स खाए?	4	6	8	10	apples	apples	apples	apples	10 - <6> = 4	2					10	6	-	B	wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	10	1	5	6	"एक मोहन गुब्बारे ले जा रहा था लेकिन हवा ने 6 उड़ा दिए। उसके पास 2 गुब्बारे बचे हैं। उसके पास पहले कितने गुब्बारे थे?"	एक मोहन गुब्बारे ले जा रहा था लेकिन हवा ने 6 उड़ा दिए। उसके पास 2 गुब्बारे बचे हैं। उसके पास पहले कितने गुब्बारे थे?	4	8	12	16	balloons	balloons	balloons	balloons	<8> - 6 = 2	2					8	6	-	A	wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	10	2	1	6	"कल, दुकान में चावल के 7 बैग थे। आज, दुकान में चावल के 2 बैग हैं। दुकान में कितने बैग चावल बिक गए?"	कल, दुकान में चावल के 7 बैग थे। आज, दुकान में चावल के 2 बैग हैं। दुकान में कितने बैग चावल बिक गए?	2	3	5	7	bags	bags	bags	bags	7 - <5> = 2	3					7	5	-	B	wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	10	2	2	6	"एक पेड़ की शाखा पर 8 पक्षी बैठे। कुछ उड़ गए। अब शाखा पर 3 पक्षी हैं। कितने पक्षी उड़ गए?"	एक पेड़ की शाखा पर 8 पक्षी बैठे। कुछ उड़ गए। अब शाखा पर 3 पक्षी हैं। कितने पक्षी उड़ गए?	3	5	8	10	birds	birds	birds	birds	8 - <5> = 3	2					8	5	-	B	wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	10	2	3	6	"अलका ने अपने परिवार के लिए 6 सैंडविच बनाए। उसके परिवार ने कुछ खाया और 2 बचे थे। उसके परिवार ने कितने सैंडविच खाए?"	अलका ने अपने परिवार के लिए 6 सैंडविच बनाए। उसके परिवार ने कुछ खाया और 2 बचे थे। उसके परिवार ने कितने सैंडविच खाए?	2	4	6	8	sandwiches	sandwiches	sandwiches	sandwiches	6 - <4> = 2	2					6	4	-	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	10	2	4	6	"उर्वशी ने घर के बने जाम के 10 जार बाजार में लाए। उसने कुछ जार बेचे और 3 जार बचे थे। उसने बाजार में कितने जार बेचे?"	उर्वशी ने घर के बने जाम के 10 जार बाजार में लाए। उसने कुछ जार बेचे और 3 जार बचे थे। उसने बाजार में कितने जार बेचे?	3	5	7	9	jars	jars	jars	jars	10 - <7> = 3	3					10	7	-	B	wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	10	2	5	6	"टिम के कुत्ते ने कुछ पिल्लों को जन्म दिया। टिम ने अपने दोस्तों को 6 पिल्ले दिए। अब उसके पास 2 पिल्ले बचे हैं। उसके कुत्ते ने कितने पिल्लों को जन्म दिया?"	टिम के कुत्ते ने कुछ पिल्लों को जन्म दिया। टिम ने अपने दोस्तों को 6 पिल्ले दिए। अब उसके पास 2 पिल्ले बचे हैं। उसके कुत्ते ने कितने पिल्लों को जन्म दिया?	2	4	6	8	puppies	puppies	puppies	puppies	<8> - 6 = 2	4					8	6	-	A	wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	10	3	1	6	"एक पेड़ की शाखा पर 8 पक्षी बैठे। कुछ उड़ गए। अब शाखा पर 3 पक्षी हैं। कितने पक्षी उड़ गए?"	एक पेड़ की शाखा पर 8 पक्षी बैठे। कुछ उड़ गए। अब शाखा पर 3 पक्षी हैं। कितने पक्षी उड़ गए?	3	5	8	10	birds	birds	birds	birds	8 - <5> = 3	2					8	5	-	B	wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	10	3	2	6	"राम और उसके दोस्त 9 पतंग उड़ाते हैं। कुछ पतंग एक पेड़ में फंस जाती हैं। 6 पतंगें अभी भी उड़ रही हैं। पेड़ में कितनी पतंगें अटकी हैं?"	राम और उसके दोस्त 9 पतंग उड़ाते हैं। कुछ पतंग एक पेड़ में फंस जाती हैं। 6 पतंगें अभी भी उड़ रही हैं। पेड़ में कितनी पतंगें अटकी हैं?	3	6	9	10	kites	kites	kites	kites	9 - <3>= 6	1					9	3	-	B	wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	10	3	3	6	"कल, दुकान में चावल के 7 बैग थे। आज, दुकान में चावल के 2 बैग हैं। दुकान में कितने बैग चावल बिक गए?"	कल, दुकान में चावल के 7 बैग थे। आज, दुकान में चावल के 2 बैग हैं। दुकान में कितने बैग चावल बिक गए?	2	3	5	7	bags	bags	bags	bags	7 - <5> = 2	3					7	5	-	B	wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	10	3	4	6	"कुछ आम टोकरी में थे। टोकरी से 4 आम प्रदीपाले गए थे। अब 6 आम हैं। टोकरी में पहले कितने आम थे?"	कुछ आम टोकरी में थे। टोकरी से 4 आम प्रदीपाले गए थे। अब 6 आम हैं। टोकरी में पहले कितने आम थे?	4	8	10	12	mangoes	mangoes	mangoes	mangoes	<10> - 4 = 6	3					10	4	-	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	10	3	5	6	"एक मोहन गुब्बारे ले जा रहा था लेकिन हवा ने 6 उड़ा दिए। उसके पास 2 गुब्बारे बचे हैं। उसके पास पहले  कितने गुब्बारे थे?"	एक मोहन गुब्बारे ले जा रहा था लेकिन हवा ने 6 उड़ा दिए। उसके पास 2 गुब्बारे बचे हैं। उसके पास पहले कितने गुब्बारे थे?	4	8	12	16	balloons	balloons	balloons	balloons	<8> - 6 = 2	2					8	6	-	A	wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	11	1	1	1	"अंशु ने 8 कैंडी खरीदी और अलका ने 9 कैंडी खरीदी। उन्होंने सभी में कितनी कैंडी खरीदी?"	अंशु ने 8 कैंडी खरीदी और अलका ने 9 कैंडी खरीदी। उन्होंने सभी में कितनी कैंडी खरीदी?	15	16	17	18	candies	candies	candies	candies	8 + 9 = <17>	3	8	9	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	11	1	2	1	"रूही के पास 5 मार्बल हैं। जादेन के पास 8 मार्बल हैं। उनके पास कुल मिलाकर कितने मार्बल हैं?"	रूही के पास 5 मार्बल हैं। जादेन के पास 8 मार्बल हैं। उनके पास कुल मिलाकर कितने मार्बल हैं?	11	12	13	14	marbles	marbles	marbles	marbles	5 + 8 = <13>	3	5	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	11	1	3	1	"शेल्फ पर 8 किताबें हैं। मार्टा ने 6 और किताबें शेल्फ पर रखीं। कितनी किताबें शेल्फ पर हैं?"	शेल्फ पर 8 किताबें हैं। मार्टा ने 6 और किताबें शेल्फ पर रखीं। कितनी किताबें शेल्फ पर हैं?	11	12	13	14	books	books	books	books	8 + 6 = <14>	4	8	6	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	11	1	4	1	"समीरा एक जन्मदिन की पार्टी के लिए तैयारी कर रही है। उसने आज सुबह 6 गुब्बारे फुलाए और दुपहर को 5 गुब्बारे फुलाए। उसने सभी में कितने गुब्बारे फुलाए?"	समीरा एक जन्मदिन की पार्टी के लिए तैयारी कर रही है। उसने आज सुबह 6 गुब्बारे फुलाए और दुपहर को 5 गुब्बारे फुलाए। उसने सभी में कितने गुब्बारे फुलाए?	11	12	13	14	balloons	balloons	balloons	balloons	6 + 5 = <11>	1	6	5	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	11	1	5	1	"दराज में 7 पेंसिल हैं। दान ने दराज में 9 और पेंसिल रखीं। दराज में कितने पेंसिल हैं?"	दराज में 7 पेंसिल हैं। दान ने दराज में 9 और पेंसिल रखीं। दराज में कितने पेंसिल हैं?	14	16	18	20	pencils	pencils	pencils	pencils	7 + 9 = <16>	2	7	9	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	11	2	1	1	"अलकाेट के पास 8 संतरे हैं और मोहित के पास 4 संतरे हैं। उनके पास कुल मिलाकर कितने संतरे हैं?"	अलकाेट के पास 8 संतरे हैं और मोहित के पास 4 संतरे हैं। उनके पास कुल मिलाकर कितने संतरे हैं?	10	12	14	16	oranges	oranges	oranges	oranges	8 + 4 = <12>	2	8	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	11	2	2	1	"बस में 6 लड़कियां और 7 लडक़े हैं। बस में कितने बच्चे हैं?"	बस में 6 लड़कियां और 7 लडक़े हैं। बस में कितने बच्चे हैं?	11	12	13	14	children	children	children	children	6 + 7 = <13>	3	6	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	11	2	3	1	"एक किसान ने लंच से पहले मकई की 5 पंक्तियाँ लगाईं। उसने लंच के बाद 7 और पंक्तियाँ लगाईं। उसने दिन के दौरान मकई की कितनी पंक्तियाँ लगाईं?"	एक किसान ने लंच से पहले मकई की 5 पंक्तियाँ लगाईं। उसने लंच के बाद 7 और पंक्तियाँ लगाईं। उसने दिन के दौरान मकई की कितनी पंक्तियाँ लगाईं?	11	12	13	14	rows	rows	rows	rows	5 + 7 = <12>	2	5	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	11	2	4	1	"एक बस में 7 बच्चे सवार हैं। 4 और बच्चे बस में चढ़े। बस में कितने बच्चे हैं?"	एक बस में 7 बच्चे सवार हैं। 4 और बच्चे बस में चढ़े। बस में कितने बच्चे हैं?	11	12	13	14	children	children	children	children	7 + 4 = <11>	1	7	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	11	2	5	1	"अंशु ने 8 कैंडी खरीदी और अलका ने 9 कैंडी खरीदी। उन्होंने सभी में कितनी कैंडी खरीदी?"	अंशु ने 8 कैंडी खरीदी और अलका ने 9 कैंडी खरीदी। उन्होंने सभी में कितनी कैंडी खरीदी?	15	16	17	18	candies	candies	candies	candies	8 + 9 = <17>	3	8	9	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	11	3	1	1	"एक हार पर 7 पीले मोती और 8 लाल मोती हैं। हार में कुल मिलाकर कितने मोती हैं?"	एक हार पर 7 पीले मोती और 8 लाल मोती हैं। हार में कुल मिलाकर कितने मोती हैं?	11	13	15	17	beads	beads	beads	beads	7 + 8 = <15>	3	7	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	11	3	2	1	"अलकाेट के पास 8 संतरे हैं और मोहित के पास 4 संतरे हैं। उनके पास कुल मिलाकर कितने संतरे हैं?"	अलकाेट के पास 8 संतरे हैं और मोहित के पास 4 संतरे हैं। उनके पास कुल मिलाकर कितने संतरे हैं?	10	12	14	16	oranges	oranges	oranges	oranges	8 + 4 = <12>	2	8	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	11	3	3	1	"दराज में 7 पेंसिल हैं। डान ने दराज में 9 और पेंसिल रखीं। दराज में कितने पेंसिल हैं?"	दराज में 7 पेंसिल हैं। डान ने दराज में 9 और पेंसिल रखीं। दराज में कितने पेंसिल हैं?	14	16	18	20	pencils	pencils	pencils	pencils	7 + 9 = <16>	2	7	9	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	11	3	4	1	"एक किसान ने लंच से पहले मकई की 5 पंक्तियाँ लगाईं। उसने लंच के बाद 7 और पंक्तियाँ लगाईं। उसने दिन के दौरान मकई की कितनी पंक्तियाँ लगाईं?"	एक किसान ने लंच से पहले मकई की 5 पंक्तियाँ लगाईं। उसने लंच के बाद 7 और पंक्तियाँ लगाईं। उसने दिन के दौरान मकई की कितनी पंक्तियाँ लगाईं?	11	12	13	14	rows	rows	rows	rows	5 + 7 = <12>	2	5	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	11	3	5	1	"रूही के पास 5 मार्बल हैं। जादेन के पास 8 मार्बल हैं। उनके पास कुल मिलाकर कितने मार्बल हैं?"	रूही के पास 5 मार्बल हैं। जादेन के पास 8 मार्बल हैं। उनके पास कुल मिलाकर कितने मार्बल हैं?	11	12	13	14	marbles	marbles	marbles	marbles	5 + 8 = <13>	3	5	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	12	1	1	4	"मारिन के पास 7 गेंदें हैं। प्रभा के पास मारिन की तुलना में 6 अधिक गेंदें हैं। प्रभा के पास कितनी गेंदें हैं?"	मारिन के पास 7 गेंदें हैं। प्रभा के पास मारिन की तुलना में 6 अधिक गेंदें हैं। प्रभा के पास कितनी गेंदें हैं?	10	11	12	13	balls	balls	balls	balls	7 + 6 = <13>	4	7	13	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	12	1	2	4	"सूरज के पास 4 पेंसिल हैं और उसकी बहन के पास उससे 8 अधिक पेंसिल हैं। सूरज की बहन के पास कितनी पेंसिल हैं?"	सूरज के पास 4 पेंसिल हैं और उसकी बहन के पास उससे 8 अधिक पेंसिल हैं। सूरज की बहन के पास कितनी पेंसिल हैं?	4	8	12	16	pencils	pencils	pencils	pencils	4 + 8 = <12>	3	4	12	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	12	1	3	4	"रिया की मुर्गी ने कल 6 अंडे दिए। आज, उसकी मुर्गी ने कल की तुलना में 5 और अंडे दिए। आज उसकी मुर्गी ने कितने अंडे दिए?"	रिया की मुर्गी ने कल 6 अंडे दिए। आज, उसकी मुर्गी ने कल की तुलना में 5 और अंडे दिए। आज उसकी मुर्गी ने कितने अंडे दिए?	10	11	12	13	eggs	eggs	eggs	eggs	6 + 5 = <11>	2	6	11	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	12	1	4	4	"सिरीश और गणेश एक ही किताब पढ़ रहे थे। गणेश ने सिरीश से 9 अधिक पृष्ठ पढ़े। सिरीश ने पुस्तक के 11 पृष्ठ पढ़े। गणेश ने कितने पृष्ठ पढ़े?"	सिरीश और गणेश एक ही किताब पढ़ रहे थे। गणेश ने सिरीश से 9 अधिक पृष्ठ पढ़े। सिरीश ने पुस्तक के 11 पृष्ठ पढ़े। गणेश ने कितने पृष्ठ पढ़े?	9	11	20	25	pages	pages	pages	pages	11 + 9 = <20>	3	20	11	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	12	1	5	4	"मेघा ने अमृत की तुलना में 4 घंटे अधिक काम किया। अमृत ने 8 घंटे काम किया। मेघा ने कितने घंटे काम किया?"	मेघा ने अमृत की तुलना में 4 घंटे अधिक काम किया। अमृत ने 8 घंटे काम किया। मेघा ने कितने घंटे काम किया?	4	8	12	16	hours	hours	hours	hours	8 + 4 = <12>	3	12	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	12	2	1	4	"करीम के पास 7 प्लम हैं। करीम की तुलना में नरेश के पास 4 और प्लम हैं। नरेश के पास कितने प्लम हैं?"	करीम के पास 7 प्लम हैं। करीम की तुलना में नरेश के पास 4 और प्लम हैं। नरेश के पास कितने प्लम हैं?	11	12	13	14	plums	plums	plums	plums	7 + 4 = <11>	1	7	11	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	12	2	2	4	"धीरज की उम्र 5 साल है। उर्वशी धीरज से 7 साल बड़ी है। उर्वशी कितनी साल की है?"	धीरज की उम्र 5 साल है। उर्वशी धीरज से 7 साल बड़ी है। उर्वशी कितनी साल की है?	11	12	13	14	years old	years old	years old	years old	5 + 7 = <12>	2	5	12	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	12	2	3	4	"जनवरी में 8 दिन बारिश हुई। जनवरी की तुलना में फरवरी में 9 और दिनों तक बारिश हुई। फरवरी में कितने दिन बारिश हुई?"	जनवरी में 8 दिन बारिश हुई। जनवरी की तुलना में फरवरी में 9 और दिनों तक बारिश हुई। फरवरी में कितने दिन बारिश हुई?	15	16	17	18	days	days	days	days	8 + 9 = <17>	3	8	17	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	12	2	4	4	"डाकिया ने कल की तुलना में आज 3 और पत्र वितरित किए। उसने कल 8 पत्र दिए। आज उसने कितने पत्र वितरित किए?"	डाकिया ने कल की तुलना में आज 3 और पत्र वितरित किए। उसने कल 8 पत्र दिए। आज उसने कितने पत्र वितरित किए?	11	13	15	17	mails	mails	mails	mails	8 + 3 = <11>	1	11	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	12	2	5	4	"सिरीश और गणेश एक ही किताब पढ़ रहे थे। गणेश ने सिरीश से 9 अधिक पृष्ठ पढ़े। सिरीश ने पुस्तक के 11 पृष्ठ पढ़े। गणेश ने कितने पृष्ठ पढ़े?"	सिरीश और गणेश एक ही किताब पढ़ रहे थे। गणेश ने सिरीश से 9 अधिक पृष्ठ पढ़े। सिरीश ने पुस्तक के 11 पृष्ठ पढ़े। गणेश ने कितने पृष्ठ पढ़े?	9	11	20	25	pages	pages	pages	pages	11 + 9 = <20>	3	20	11	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	12	3	1	4	"हीरा के पास 9 पेंसिल हैं। हीरा के मुकाबले एडम के पास 5 और पेंसिल हैं। एडम के पास कितनी पेंसिल हैं?"	हीरा के पास 9 पेंसिल हैं। हीरा के मुकाबले एडम के पास 5 और पेंसिल हैं। एडम के पास कितनी पेंसिल हैं?	12	13	14	15	pencils	pencils	pencils	pencils	9 + 5 = <14>	3	9	14	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	12	3	2	4	"मारिन के पास 7 गेंदें हैं। प्रभा के पास मारिन की तुलना में 6 अधिक गेंदें हैं। प्रभा के पास कितनी गेंदें हैं?"	मारिन के पास 7 गेंदें हैं। प्रभा के पास मारिन की तुलना में 6 अधिक गेंदें हैं। प्रभा के पास कितनी गेंदें हैं?	10	11	12	13	balls	balls	balls	balls	7 + 6 = <13>	4	7	13	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	12	3	3	4	"धीरज की उम्र 5 साल है। उर्वशी धीरज से 7 साल बड़ी है। उर्वशी कितनी साल की है?"	धीरज की उम्र 5 साल है। उर्वशी धीरज से 7 साल बड़ी है। उर्वशी कितनी साल की है?	11	12	13	14	years old	years old	years old	years old	5 + 7 = <12>	2	5	12	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	12	3	4	4	"मेघा ने अमृत की तुलना में 4 घंटे अधिक काम किया। अमृत ने 8 घंटे काम किया। मेघा ने कितने घंटे काम किया?"	मेघा ने अमृत की तुलना में 4 घंटे अधिक काम किया। अमृत ने 8 घंटे काम किया। मेघा ने कितने घंटे काम किया?	4	8	12	16	hours	hours	hours	hours	8 + 4 = <12>	3	12	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	12	3	5	4	"डाकिया ने कल की तुलना में आज 3 और पत्र वितरित किए। उसने कल 8 पत्र दिए। आज उसने कितने पत्र वितरित किए?"	डाकिया ने कल की तुलना में आज 3 और पत्र वितरित किए। उसने कल 8 पत्र दिए। आज उसने कितने पत्र वितरित किए?	11	13	15	17	mails	mails	mails	mails	8 + 3 = <11>	1	11	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	13	1	1	2	"स्कूल बस में 10 छात्र हैं। 3 छात्र बस से उतर गए। बस में कितने छात्र बचे हैं?"	स्कूल बस में 10 छात्र हैं। 3 छात्र बस से उतर गए। बस में कितने छात्र बचे हैं?	3	7	10	13	students	students	students	students	10 - 3 = <7>	2	10	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	13	1	2	2	"प्रदीप के पास 13 संतरे हैं। वह उनमें से 5 खाते हैं। उसके पास कितने संतरे हैं?"	प्रदीप के पास 13 संतरे हैं। वह उनमें से 5 खाते हैं। उसके पास कितने संतरे हैं?	5	8	11	13	oranges	oranges	oranges	oranges	13 - 5 = <8>	2	13	5	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	13	1	3	2	"रेहमान को होमवर्क के लिए 12 गणित की समस्याएं हैं। उसने उनमें से 3 का जवाब दिया। रेहमान ने उत्तर देने के लिए और कितनी गणित की समस्याएं छोड़ी हैं?"	रेहमान को होमवर्क के लिए 12 गणित की समस्याएं हैं। उसने उनमें से 3 का जवाब दिया। रेहमान ने उत्तर देने के लिए और कितनी गणित की समस्याएं छोड़ी हैं?	3	7	9	12	problems	problems	problems	problems	12 - 3 = <9>	3	12	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	13	1	4	2	"अनिल के पास 16 मार्बल हैं और उनमें से 7 को खो देता है। अनिल के पास अब कितने मार्बल्स हैं?"	अनिल के पास 16 मार्बल हैं और उनमें से 7 को खो देता है। अनिल के पास अब कितने मार्बल्स हैं?	6	7	8	9	marbles	marbles	marbles	marbles	16 - 7 = <9>	4	16	7	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	13	1	5	2	"नासिर ने 17 पन्नों की एक किताब प्रदीपाली। वह 9 पन्ने पढ़ता है। उसके पास पढऩे के लिए कितनी पन्ने बची हैं?"	नासिर ने 17 पन्नों की एक किताब प्रदीपाली। वह 9 पन्ने पढ़ता है। उसके पास पढऩे के लिए कितनी पन्ने बची हैं?	5	8	9	15	pages	pages	pages	pages	17 - 9 = <8>	2	17	9	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	13	2	1	2	"रेहमान को होमवर्क के लिए 12 गणित की समस्याएं हैं। उसने उनमें से 3 का जवाब दिया। रेहमान ने उत्तर देने के लिए और कितनी गणित की समस्याएं छोड़ी हैं?"	रेहमान को होमवर्क के लिए 12 गणित की समस्याएं हैं। उसने उनमें से 3 का जवाब दिया। रेहमान ने उत्तर देने के लिए और कितनी गणित की समस्याएं छोड़ी हैं?	3	7	9	12	problems	problems	problems	problems	12 - 3 = <9>	3	12	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	13	2	2	2	"अर्जुन के एक टोकरी में 11 आम हैं। अर्जुन अपनी बहन को 4 आम देता है। टोकरी में कितने आम बचे हैं?"	अर्जुन के एक टोकरी में 11 आम हैं। अर्जुन अपनी बहन को 4 आम देता है। टोकरी में कितने आम बचे हैं?	5	7	9	11	mangoes	mangoes	mangoes	mangoes	11 - 4 = <7>	2	11	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	13	2	3	2	"प्रदीप के पास 13 संतरे हैं। वह उनमें से 5 खाते हैं। उसके पास कितने संतरे हैं?"	प्रदीप के पास 13 संतरे हैं। वह उनमें से 5 खाते हैं। उसके पास कितने संतरे हैं?	5	8	11	13	oranges	oranges	oranges	oranges	13 - 5 = <8>	2	13	5	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	13	2	4	2	"ईशा के बैग में 14 पेंसिल हैं। उसने अपने दोस्तों को उनमें से 7 उधार लेने दिए। ईशा के पास कितनी पेंसिल बची हैं?"	ईशा के बैग में 14 पेंसिल हैं। उसने अपने दोस्तों को उनमें से 7 उधार लेने दिए। ईशा के पास कितनी पेंसिल बची हैं?	4	7	10	14	pencils	pencils	pencils	pencils	14 - 7 = <7>	2	14	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
