Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12
			9006	paragraph_sentence		In the morning, Fox went for a walk. He walked until the sun was high. _______________________________. He looked all around for something to eat.			In the morning. Fox went for a walk. He walked until the sun was high. His stomach rumbled with hunger. He looked all around for something to eat.	His stomach rumbled with hunger.	His head was full of fear.^His stomach rumbled with hunger.^He could almost taste the grapes.
			9007	imageseq_sentence		I am mad. I had a bad day at school.		Your day wasn't all bad.	I am mad. I had a bad day at school. Miss Nitika helped me up. Your day wasn't all bad.	“Miss Nitika helped me up.”	“I tripped over it.”^“Miss Nitika helped me up.”^“This boy laughed at me.”
			9008	imageseq_sentence		book_en_413_page_4.png		book_en_413_page_8.png	We can bring melons to eat on the moon. We will eat them with spoon. Baldev said to June. Baldev and June built rockets boots with some tools. They ate their breakfast of melon with the spoon.	Baldev and June build rockets boots with some tools.	Baldev and June build rockets boots with some tools.^Baldev and June knew they must be home soon.^They landed back at home around noon.
			9009	imageseq_image		book_en_507_page_1.png		book_en_507_page_10.png	Once there was a man named Parvez. who was much too tall for his own good. Life was hard for Parvez and the villagers felt bad for him. Now. Parvez is very happy. He lives his life easily and it is all thanks to his friends in the village.	book_en_507_page_5.png	book_en_507_page_8.png^book_en_507_page_5.png^book_en_507_page_9.png
			9010	paragraph_sentence	Why did Lion summon Elephant to his log?	In the evening, Elephant was thirsty. She went back to the watering hole. When she tried to get a drink, several frogs got in her way. She accidentally stepped on two of them. Lion summoned Elephant to his log. You are very large, he said. You must be careful of the frog because they are very small.			In the evening. Elephant was thirsty. She went back to the watering hole. When she tried to get a drink. several frogs got in her way. She accidentally stepped on two of them. Lion summoned Elephant to his log. You are very large. he said. You must be careful of the frogs. because they are very small.	To tell him to be careful.	To tell him to get a drink.^To tell him to leave the savanna.^To tell him to be careful.
											
PostTest_9	2	9011, 9012, 9013, 9014, 9015, 9016, 9017, 9018, 9019, 9020									
			9011	sentence_sentence		Choose the right one.			Choose the right one.	He is a tall boy.	He is a tall boys.^He is tall boy.^He is a tall boy.
			9012	sentence_sentence		Choose the right one.			Choose the right one.	They eat an apple every day.	They eats an apple every day.^They eat an apple every day.^They eat apple every day.
			9013	soundonly_image					the girl wants to go to bed	l16_girlwantsbed.png	l16_girlwantbicycle.png^l16_girlwantsairplane.png^l16_girlwantsbed.png
			9014	soundonly_image					the oldman is painting the desk white	l17_oldmanpaintingdesk.png	l17_oldmanpaintingdesk.png^l17_youngmanpaintingdesk.png^l17_oldmanpaintingchair.png
			9015	paragraph_sentence		Aayushi passes a fruit tree. The fruits on the tree are green. The fruits are not ripe yet. Get ripe soon, Aayushi tells the fruit. ___________. Aayushi greets the tree at school.			Aayushi passes a fruit tree. The fruits on the tree are green. The fruits are not ripe yet. Get ripe soon. Aayushi tells the fruit. I am hungry. Aayushi greets the tree at school.	I am hungry!	I am not hungry!^I am hungry!^I am very happy!
			9016	paragraph_sentence		Fox could not get the grapes by jumping. He was getting upset. Could he find another way? We will never know, _________________________.			Fox could not get the grapes by jumping. He was getting upset. Could he find another way? We will never know. because Fox stopped trying.	because Fox stopped trying	because Fox stopped trying^because Fox walked away feeling sad^because Fox was still hungry
			9017	imageseq_sentence		Usha first drew a red block.		She forgot to be mad and kept drawing.	Usha first drew a red block. Then Usha drew a picture of her teacher. She forgot to be mad and kept drawing.	Then Usha drew a picture of her teacher.	Usha scowled at the monkeys.^Usha ate the sweet and felt a little better.^Then Usha drew a picture of her teacher.
			9018	imageseq_sentence		book_en_413_page_1.png		book_en_413_page_10.png	Once there was a boy named Baldev and a girl named June. Baldev and June packed a melon and a spoon. Baldev and June new they must be home soon.	Baldev and June packed a melon and a spoon.	Baldev and June packed a melon and a spoon.^They ate their breakfast of melon with a spoon.^They landed back at home around noon.
			9019	imageseq_image		book_en_507_page_3.png		book_en_507_page_9.png	Parvez's house was too small for him too. Parvez rode his new bicycle home. smiling at how easy it was to ride and when it was time to go to bed. Parvez even found a new bed with new blankets to match.	book_en_507_page_7.png	book_en_507_page_4.png^book_en_507_page_7.png^book_en_507_page_2.png
			9020	paragraph_sentence	What was the problem?	In the evening, Elephant was thirsty. She went back to the watering hole. When she tried to get a drink, several frogs got in her way. She accidentally stepped on two of them. Lion summoned Elephant to his log. You are very large, he said. You must be careful of the frogs, because they are very small.			In the evening. Elephant was thirsty. She went back to the watering hole. When she tried to get a drink. several frogs got in her way. She accidentally stepped on two of them. Lion summoned Elephant to his log. You are very large. he said. You must be careful of the frogs. because they are very small.	Elephant stepped on two of the frogs accidentally.	Elephant tried to get a drink in the evening.^Elephant did not want to live with the frogs.^Elephant stepped on two of the frogs accidentally.
											
SpecialTest_1	1	10001, 10002, 10003, 10004, 10005									
			10001	soundonly_word					e	E	A^E^O
			10002	soundonly_word					g	G	G^J^F
			10003	soundonly_word					m	m	h^d^m
			10004	word_word		B				b	w^b^p
			10005	word_word		y				Y	K^L^Y
											
SpecialTest_1	2	10006, 10007, 10008, 10009, 10010									
			10006	soundonly_word					a	A	A^E^O
			10007	soundonly_word					f	F	G^J^F
			10008	soundonly_word					h	h	h^d^m
			10009	word_word		R				r	r^s^t
			10010	word_word		n				N	Y^W^N
											
SpecialTest_2	1	20001, 20002, 20003, 20004, 20005									
			20001	soundonly_word					g	g	g^y^s
			20002	soundonly_word					p	p	c^j^p
			20003	soundonly_word					l	l	l^m^q
			20004	soundonly_word					t	t	z^t^o
			20005	soundonly_word					w	w	v^d^w
											
SpecialTest_2	2	20006, 20007, 20008, 20009, 20010									
			20006	soundonly_word					s	s	g^y^s
			20007	soundonly_word					c	c	c^j^p
			20008	soundonly_word					m	m	l^m^q
			20009	soundonly_word					z	z	z^t^o
			20010	soundonly_word					v	v	v^d^w
											
SpecialTest_3	1	30001, 30002, 30003, 30004, 30005									
			30001	word_word		_ook			book	b	b^c^h
			30002	word_word		_ish			fish	f	s^f^t
			30003	word_word		_ilk			milk	m	m^g^r
			30004	word_word		_ig			pig	p	w^d^p
			30005	word_word		_ellow			yellow	y	k^n^y
											
SpecialTest_3	2	30006, 30007, 30008, 30009, 30010									
			30006	word_word		_ake			cake	c	b^c^h
			30007	word_word		_ister			sister	s	s^f^t
			30008	word_word		_iver			river	r	m^g^r
			30009	word_word		_uck			duck	d	w^d^p
			30010	word_word		_ose			nose	n	k^n^y
											
SpecialTest_4	1	40001, 40002, 40003, 40004, 40005									
			40001	image_word	_ird	bird.png				b	b^t^q
			40002	image_word	_un	sun.png				s	c^s^z
			40003	sentence_word		Choose the pair with the same first sound.			Choose the pair with the same first sound.	can, cake	hat, see^can, cake^girl, wind
			40004	sentence_word		Choose the pair with the same first sound.			Choose the pair with the same first sound.	love, lion	mug, nut^mane, cane^love, lion
			40005	sentence_word		Choose the pair with the same first sound.			Choose the pair with the same first sound.	chair, chain	chair, chain^shirt, what^this, phone
											
SpecialTest_4	2	40006, 40007, 40008, 40009, 40010									
			40006	image_word	_ouse	mouse.png				m	m^r^l
			40007	image_word	_at	cat.png				c	c^s^z
			40008	sentence_word		Choose the pair with the same first sound.			Choose the pair with the same first sound.	jug, jump	lake, cake^jug, jump^hen, pen
			40009	sentence_word		Choose the pair with the same first sound.			Choose the pair with the same first sound.	tent, toy	man, pan^egg, goat^tent, toy
			40010	sentence_word		Choose the pair with the same first sound.			Choose the pair with the same first sound.	shine, show	chid, then^thin, when^shine, show
											
SpecialTest_5	1	50001, 50002, 50003, 50004, 50005									
			50001	word_word		_og			dog	d	f^w^d
			50002	word_word		sa_			sad	d	n^d^s
			50003	sentence_word		Choose the pair with the same first sound.			Choose the pair with the same first sound.	pass, pot	gold, cold^pass, pot^king, sing
			50004	sentence_word		Choose the pair with the same first sound.			Choose the pair with the same first sound.	wet, wing	king, make^tank, pink^wet, wing
			50005	sentence_word		Choose the pair with the same first sound.			Choose the pair with the same first sound.	church, chop	church, chop^shop, snake^tiger, that
											
SpecialTest_5	2	50006, 50007, 50008, 50009, 50010									
			50006	word_word		_ile			pile	p	p^b^v
			50007	word_word		to_			top	p	m^p ^z
			50008	sentence_word		Choose the pair with the same first sound.			Choose the pair with the same first sound.	rain, rat	ham, mom^rain, rat^zoo, sea
			50009	sentence_word		Choose the pair with the same first sound.			Choose the pair with the same first sound.	made, mice	duck, king^walk, jump^made, mice
			50010	sentence_word		Choose the pair with the same first sound.			Choose the pair with the same first sound.	sheep, shoes	sheep, shoes^cow, chart^why, voice
											
SpecialTest_6	1	60001, 60002, 60003, 60004, 60005									
			60001	soundonly_word					nose	nose	nose^mouth^chin
			60002	soundonly_word					cheek	cheek	eye^cheek^face
			60003	image_word		eye.png				eye	eye^cheek^nose
			60004	image_word		mouth.png				mouth	face^chin^mouth
			60005	soundonly_image					forehead	forehead.png	nose.png^forehead.png^cheek.png
											
SpecialTest_6	2	60006, 60007, 60008, 60009, 60010									
			60006	soundonly_word					mouth	mouth	mouth^nose^chin
			60007	soundonly_word					eye	eye	cheek^face^eye
			60008	image_word		nose.png				nose	eye^cheek^nose
			60009	image_word		chin.png				chin	face^chin^mouth
			60010	soundonly_image					cheek	cheek.png	nose.png^forehead.png^cheek.png
											
SpecialTest_7	1	70001, 70002, 70003, 70004, 70005									
			70001	soundonly_word					head	head	knees^head^ears
			70002	soundonly_word					knees	knees	chest^knees^hands
			70003	image_word		hand.png				hand	hand^foot^leg
			70004	image_word		foot.png				foot	hand^foot^leg
			70005	soundonly_image					shoulders	shoulders.png	feet.png^hands.png^shoulders.png
											
SpecialTest_7	2	70006, 70007, 70008, 70009, 70010									
			70006	soundonly_word					hair	hair	chest^knees^hair
			70007	soundonly_word					ear	ear	knee^head^ear
			70008	image_word		head.png				head	neck^head^foot
			70009	image_word		neck.png				neck	neck^head^foot
			70010	soundonly_image					knees	knees.png	knees.png^hands.png^shoulders.png
											
SpecialTest_8	1	80001, 80002, 80003, 80004, 80005									
			80001	soundonly_word					father	father	father^mother^brother
			80002	soundonly_word					brother	brother	father^mother^brother
			80003	image_word		grandmother.png				grandmother	grandfather^grandmother^grandchild
			80004	image_word		baby.png				baby	baby^mom^dad
			80005	soundonly_image					mother	mother.png	father.png^mother.png^brother.png
											
SpecialTest_8	2	80006, 80007, 80008, 80009, 80010									
			80006	soundonly_word					mom	mom	dad^mom^baby
			80007	soundonly_word					dad	dad	dad^mom^baby
			80008	image_word		grandfather.png				grandfather	grandfather^grandmother^grandchild
			80009	image_word		brother.png				brother	sister^mother^brother
			80010	soundonly_image					sister	sister.png	sister.png^brother.png^father.png
											
SpecialTest_9	1	90001, 90002, 90003, 90004, 90005									
			90001	sentence_word		What time do you ___________?			what time do you wake up	wake up	wake up^eat lunch^go to bed
			90002	sentence_word		He goes to ________.			he goes to school	school	bed^lunch^school
			90003	sentence_word		We have to eat ________ now.			we have to eat breakfast now	breakfast	breakfast^hands ^teeth
			90004	image_sentence		l14_boyreadsbook.png			the boy reads a book	The boy reads a book.	The boy reads a book.^The boy eats fish.^The boy brushes his teeth.
			90005	image_sentence		l8_heeatingsalad.png			He is eating salad.	He is eating salad.	He is jumping.^He is reading a book.^He is eating salad.
											
SpecialTest_9	2	90006, 90007, 90008, 90009, 90010									
			90006	sentence_word		What time do you ___________?			what time do you go to bed	go to bed	wake up^eat lunch^go to bed
			90007	sentence_word		They ________ fish.			they eat fish	eat	go to^eat ^brush
			90008	sentence_word		Did you _______ your hands?			did you wash your hands	wash	wash^eat^make
			90009	image_sentence		l8_boyreading.png			the boy is reading	The boy is reading.	The boy is reading.^The boy is waking up.^The boy brushes his teeth.
			90010	image_sentence		l8_heeatingfish.png			He is eating fish.	He is eating fish.	He is swimming.^He is reading a book.^He is eating fish.
											
SpecialTest_10	1	100001, 100002, 100003, 100004, 100005									
			100001	soundonly_image					a cat is under the table	l9_catundertable.png	l9_catundertable.png^l9_catinbox.png^l10_ballonchair.png
			100002	soundonly_image					the birds are in the nest	l10_birdsinnest.png	l10_froginwater.png^l10_applesunderbasket.png^l10_birdsinnest.png
			100003	sentence_word		The boy is _______ the table.			the boy is under the table	under	next to^in^under
			100004	sentence_word		The goats are ________ the tree.			the goats are in front of the tree	in front of	behind^next to^in front of
			100005	image_sentence		l13_lionnexttree.png			The lion is next to the tree.	The lion is next to the tree.	The lion is next to the tree.^The cat is in front of the box.^The birds are in the nest.
											
SpecialTest_10	2	100006, 100007, 100008, 100009, 100010									
			100006	soundonly_image					the ball is on the chair	l10_ballonchair.png	l9_catundertable.png^l9_catinbox.png^l10_ballonchair.png
			100007	soundonly_image					the apples are under the basket	l10_applesunderbasket.png	l10_froginwater.png^l10_applesunderbasket.png^l10_birdsinnest.png
			100008	sentence_word		Many books are _______ the desk.			many books are on the desk	on	on^behind^under
			100009	sentence_word		The lion is ________ the tree.			the lion is behind the tree	behind	behind^next to^in front of
			100010	image_sentence		l13_catfrontbox.png			the cat is in front of the box	The cat is in front of the box.	The lion is next to the tree.^The cat is in front of the box.^The birds are in the nest.
											
SpecialTest_11	1	110001, 110002, 110003, 110004, 110005									
			110001	word_word		ba				b+a	s+o^b+a^t+e
			110002	word_word		ri				r+i	r+i^z+o^m+u
			110003	soundonly_word					ye	y+e	j+o^y+e^m+i
			110004	soundonly_word					du	d+u	w+i^r+e^d+u
			110005	soundonly_word					po	p+o	p+o^h+i^g+e
											
SpecialTest_11	2	110006, 110007, 110008, 110009, 110010									
			110006	word_word		te				t+e	s+o^b+a^t+e
			110007	word_word		ca				c+a	c+a^z+o^m+u
			110008	soundonly_word					mi	m+i	m+i^j+e^n+u
			110009	soundonly_word					ru	r+u	w+i^r+u^d+a
			110010	soundonly_word					bo	b+o	b+o^h+i^g+e
											
SpecialTest_12	1	120001, 120002, 120003, 120004, 120005									
			120001	soundonly_word					tree	tree	sun^tree^dog
			120002	soundonly_word					house	house	happy^road^house
			120003	soundonly_word					girl	girl	man ^girl^boy
			120004	sentence_word		______ are tall.			you are tall	You	I^He^You
			120005	sentence_word		We ______ Darpan.			we like mike	like	like^walk ^want
											
SpecialTest_12	2	120006, 120007, 120008, 120009, 120010									
			120006	soundonly_word					sun	sun	sun^tree^dog
			120007	soundonly_word					happy	happy	happy^road^house
			120008	soundonly_word					boy	boy	man ^girl^boy
			120009	sentence_word		______ is sick.			He is sick	He	I^He^You
			120010	sentence_word		I ______ an egg.			I want an egg	want	like^walk ^want
											
SpecialTest_13	1	130001, 130002, 130003, 130004, 130005									
			130001	sentence_word		Choose the opposite of 'small'.			Choose the opposite of 'small'.	big	big^cold^clean
			130002	sentence_word		Choose the opposite of 'day'.			Choose the opposite of 'day'.	night	happy^sun^night
			130003	sentence_word		Choose the opposite of 'tall'.			Choose the opposite of 'tall'.	short	fat^short^full
			130004	sentence_word		Choose the opposite of 'fast'.			Choose the opposite of 'fast'.	slow	slow^sick^good
			130005	sentence_word		Choose the opposite of 'hot'.			Choose the opposite of 'hot'.	cold	dirty^cold^thin
											
SpecialTest_13	2	130006, 130007, 130008, 130009, 130010									
			130006	sentence_word		Choose the opposite of 'big'.			Choose the opposite of 'big'.	small	small^cold^clean
			130007	sentence_word		Choose the opposite of 'night'.			Choose the opposite of 'night'.	day	happy^sun^day
			130008	sentence_word		Choose the opposite of 'short'.			Choose the opposite of 'short'.	tall	fat^tall^full
			130009	sentence_word		Choose the opposite of 'slow'.			Choose the opposite of 'slow'.	fast	fast^sick^good
			130010	sentence_word		Choose the opposite of 'cold'.			Choose the opposite of 'cold'.	hot	dirty^hot^thin
											
SpecialTest_14	1	140001, 140002, 140003, 140004, 140005									
			140001	soundonly_word					bif	bif	bif^gal^wah
			140002	soundonly_word					hiz	hiz	rim^hiz^lat
			140003	soundonly_word					dat	dat	bif^hin^dat
			140004	soundonly_word					jen	jen	jen^mol^nad
			140005	soundonly_word					min	min	gal^sen^min
											
SpecialTest_14	2	140006, 140007, 140008, 140009, 140010									
			140006	soundonly_word					wah	wah	bif^gal^wah
			140007	soundonly_word					lat	lat	rim^hiz^lat
			140008	soundonly_word					hin	hin	bif^hin^dat
			140009	soundonly_word					nad	nad	jen^mol^nad
			140010	soundonly_word					sen	sen	gal^sen^min
											
SpecialTest_15	1	150001, 150002, 150003, 150004, 150005									
			150001	soundonly_word					mat	mat	sat^hut^mat
			150002	soundonly_word					fun	fun	fun^vet^jam
			150003	word_word		__at			cat	c	l^c^h
			150004	word_word		d__g			dog	o	i^d^o
			150005	word_word		pe__			pen	n	a^n^x
											
SpecialTest_15	2	150006, 150007, 150008, 150009, 150010									
			150006	soundonly_word					hug	hug	sat^hug^mat
			150007	soundonly_word					jam	jam	fun^vet^jam
			150008	word_word		__op			top	t	t^r^c
			150009	word_word		r__t			rat	a	u^a ^r
			150010	word_word		mu__			mug	g	m^g^o
											
SpecialTest_16	1	160001, 160002, 160003, 160004, 160005									
			160001	soundonly_word					dad	dad	egg^sea^dad
			160002	soundonly_word					fish	fish	tree^fish^lion
			160003	word_word		b___k			book	oo	ai^oo^ea
			160004	word_word		ne___			nest	st	mp^st^ck
			160005	word_word		___ack			black	bl	pr^gr^bl
											
SpecialTest_16	2	160006, 160007, 160008, 160009, 160010									
			160006	soundonly_word					egg	egg	egg^sea^dad
			160007	soundonly_word					lion	lion	tree^fish^lion
			160008	word_word		bl___			blue	ue	ai^ea^ue
			160009	word_word		du___			duck	ck	mp^st^ck
			160010	word_word		___een			green	gr	pr^gr^bl
											
SpecialTest_17	1	170001, 170002, 170003, 170004, 170005									
			170001	sentence_word		____ are tall.			you are tall	You	you^YoU^You
			170002	sentence_word		____ like Anil.			I like josh	I	i^I ^iI
			170003	sentence_sentence		Choose the right one.			Choose the right one.	He is a boy.	he is a boy.^He is a boy.^He is A BOy.
			170004	sentence_sentence		Choose the right one.			Choose the right one.	Birds fly.	Birds fly.^birds fly.^biRds flY.
			170005	sentence_sentence		Choose the right one.			Choose the right one.	This is Kirti.	this is ann.^This is Kirti.^this is Kirti.
											
SpecialTest_17	2	170006, 170007, 170008, 170009, 170010									
			170006	sentence_word		____ walks.			she walks	She	She ^she ^SHe
			170007	sentence_word		____ at the sun.			look at the sun	Look	look^looK^Look
			170008	sentence_sentence		Choose the right one.			Choose the right one.	They are full.	they are full.^They are FulL.^They are full.
			170009	sentence_sentence		Choose the right one.			Choose the right one.	Frogs swim.	Frogs swiM.^frogs swim.^Frogs swim.
			170010	sentence_sentence		Choose the right one.			Choose the right one.	This is Hari.	this is tony.^this is Hari.^This is Hari.
											
SpecialTest_18	1	180001, 180002, 180003, 180004, 180005									
			180001	sentence_word		I ____ little.			I am little	am	am^are^is
			180002	sentence_word		We ____ fast.			we are fast	are	am^are^is
			180003	sentence_word		He ____ sick.			he is sick	is	am^are^is
			180004	sentence_sentence		Choose the right one.			Choose the right one.	I am a student.	I am a student.^I are a student.^I is a student.
			180005	sentence_sentence		Choose the right one.			Choose the right one.	You are kind.	You am kind.^You are kind.^You is kind.
											
SpecialTest_18	2	180006, 180007, 180008, 180009, 180010									
			180006	sentence_word		I ____ a girl.			iam a girl	am	am^are^is
			180007	sentence_word		They ____ big.			they are big	are	am^are^is
			180008	sentence_word		She ____ happy.			she is happy	is	am^are^is
			180009	sentence_sentence		Choose the right one.			Choose the right one.	He is my teacher.	He am my teacher.^He are my teacher.^He is my teacher.
			180010	sentence_sentence		Choose the right one.			Choose the right one.	We are hungry.	We am hungry.^We are hungry.^We is hungry.
											
SpecialTest_19	1	190001, 190002, 190003, 190004, 190005									
			190001	sentence_word		This is ___________.			this is my bag	my bag	mybag^my Bag^my bag
			190002	sentence_word		We need __________.			we need a lamp	a lamp	alamp^a lamp^an lamp
			190003	sentence_word		___________ is on the chair.			the ball is on the chair	The ball	the ball^Theball^The ball
			190004	sentence_sentence		Choose the right one.			Choose the right one.	He walks.	he walks.^Hewalks^He walks.
			190005	sentence_sentence		Choose the right one.			Choose the right one.	I like mangoes.	i like mangoes.^I likemangoes.^I like mangoes.
											
SpecialTest_19	2	190006, 190007, 190008, 190009, 190010									
			190006	sentence_word		They are ___________.			they are his cats	his cats	hiscats^his cats^his Cats
			190007	sentence_word		A cat is on __________.			a cat is on the box	the box	thebox^the box^the Box
			190008	sentence_word		__________ is on the box.			a dog is on the box	A dog	a dog^Adog^A dog
			190009	sentence_sentence		Choose the right one.			Choose the right one.	They play.	they play.^Theyplay^They play.
			190010	sentence_sentence		Choose the right one.			Choose the right one.	She can jump high.	she can jump high.^She canjumphigh.^She can jump high.
											
SpecialTest_20	1	200001, 200002, 200003, 200004, 200005									
			200001	sentence_word		They are students__			they are students	.	.^?^,
			200002	sentence_word		Are they students__			are they students?	?	.^?^,
			200003	sentence_word		Where is the cat__			where is the cat?	?	.^?^,
			200004	sentence_sentence		Choose the right one.			Choose the right one.	He sings.	He sings^He sings,^He sings.
			200005	sentence_sentence		Choose the right one.			Choose the right one.	Are you full?	Are you full?^Are you full.^Are you full,
											
SpecialTest_20	2	200006, 200007, 200008, 200009, 200010									
			200006	sentence_word		We like bananas__			we like bananas	.	.^?^,
			200007	sentence_word		Do you like bananas__			do you like bananas?	?	.^?^,
			200008	sentence_word		Who is she__			who is she?	?	.^?^,
			200009	sentence_sentence		Choose the right one.			Choose the right one.	She eats.	She eats^She eats,^She eats.
			200010	sentence_sentence		Choose the right one.			Choose the right one.	Is he young?	Is he young?^Is he young.^Is he young,
											
SpecialTest_21	1	210001, 210002, 210003, 210004, 210005									
			210001	soundonly_sentence					She is reading under the table.	She is reading under the table.	She is reading under the table.^He is sitting on the table.^She is eating on the chair.
			210002	soundonly_sentence					they will go fishing	They will go fishing.	The boy is fishing now.^They will take a bus.^They will go fishing.
			210003	ordering_sentence	Put the sentences in order.	The sun is bright.It is very hot.During the day sun shines very bright and hot.				The sun is bright.^It is very hot.^During the day, the sun shines very bright and hot.	The sun is bright.^It is very hot.^During the day, the sun shines very bright and hot.
			210004	listeningcomp_sentence	Sahil is a teacher.He has a wife. His wife is also a teacher.Both love teaching	What does Sahil do?				He is a teacher.	He is a teacher.^He is a nurse.^He is a student.
			210005	listeningcomp_sentence	Cats are not large,but they are fast.Cats like to chase mice.They are fast when they chase mice.	Are cats fast?				Yes, they are.	Yes, they are.^No, they are not.^We do not know.
											
SpecialTest_21	2	210006, 210007, 210008, 210009, 210010									
			210006	soundonly_sentence					Rabbits eat carrots.	Rabbits eat carrots.	Rabbits eat carrots.^Lions don't eat carrots.^People like carrots.
			210007	soundonly_sentence					The boy wants to be a doctor.	The boy wants to be a doctor.	The boy wants to be a doctor.^The doctor is tall and kind.^The girl wants to be a teacher.
			210008	ordering_sentence	Put the sentences in order.	Faraz wanted to buy a donkey. He did not have enough money to buy a donkey. Faraz was sad.				Faraz wanted to buy a donkey.^He did not have enough money to buy a donkey.^Faraz was sad.	Faraz wanted to buy a donkey.^He did not have enough money to buy a donkey.^Faraz was sad.
			210009	listeningcomp_sentence	Sahil is a teacher.He has a wife. His wife is also a teacher.Both love teaching	What does Sahil's wife do?				She is a teacher.	She is a teacher.^She is a nurse.^She is a student.
			210010	listeningcomp_sentence	Cats are not large,but they are fast.Cats like to chase mice.They are fast when they chase mice.	Are cats large?				No, they are not.	Yes, they are.^No, they are not.^We do not know.
											
SpecialTest_22	1	220001, 220002, 220003, 220004, 220005									
			220001	soundonly_sentence					there are mangoes in the basket	There are mangoes in the basket.	There are mangoes in the basket.^There are oranges in the box.^There are grapes under the box.
			220002	listeningcomp_sentence	Govind is 9 years old. He likes to help his mom cook. He likes to cook vegetables for his family to eat.	How old is Govind?				He is nine years old.	He is nine years old.^He is seven years old.^He is eight years old.
			220003	listeningcomp_sentence	Mitesh can write well.He writes letters to his family and friends.His letters are not long but they are very nice letters.	What can Mitesh do well?				He can write well.	He can write well.^He can read well.^He can sing well.
			220004	listeningcomp_sentence	Frog was very happy. it was starting to rain. frog really likes the rain.he likes to jump in the rain. he likes to splash in the water. Jump!jump! splash!splash.	How did Frog feel?				He was happy.	He was happy.^He was sad.^He was tired.
			220005	listeningcomp_sentence	My family has cows. The cows look for food. They walk and look for food. I walk with the cows. I take care of the cows.	What does my family have?				My family has cows.	My family has cows.^My family has dogs.^My family has chickens.
											
SpecialTest_22	2	220006, 220007, 220008, 220009, 220010									
			220006	soundonly_sentence					the nurse is taking care of a baby	The nurse is taking care of a baby.	The nurse is taking care of a baby.^The doctor is taking care of a boy.^The woman is taking care of a girl.
			220007	listeningcomp_sentence	Govind is 9 years old. He likes to help his mom cook. He likes to cook vegetables for his family to eat.	What does Govind like to cook?				He likes to cook vegetables.	He likes to cook vegetables.^He likes to help his dad.^He never cooks.
			220008	listeningcomp_sentence	Mitesh can write well.He writes letters to his family and friends.His letters are not long but they are very nice letters.	How are Mitesh's letters?				They are nice letters.	They are nice letters.^They are long letters.^They are boring letters.
			220009	listeningcomp_sentence	Frog was very happy. it was starting to rain. frog really likes the rain.he likes to jump in the rain. he likes to splash in the water. Jump!jump! splash!splash.	What does Frog like to do?				He likes to jump in the rain.	He likes to jump in the rain.^He likes to sing in the rain.^He likes to dance in the rain.
			220010	listeningcomp_sentence	Kanika will visit her sister .Her sister is 35 years old . She is a doctor who lives and works in the big city. Kanika will take the bus and visit her sister for the weekend	What does Kanika's sister do?				She is a doctor.	She is a doctor.^She is a teacher.^She is a nurse.
											
SpecialTest_23	1	230001, 230002, 230003, 230004, 230005									
			230001	image_sentence		l17_shehelpmomdry.png			She is helping her mom dry clothes.	She is helping her mom dry clothes.	She is helping her mom dry clothes.^She is helping her dad carry boxes.^She is helping her mom cook dinner.
			230002	paragraph_sentence	Does Faraz like all animals?	Faraz likes animals. He likes small animals. He likes big animals. Faraz likes all animals.				Yes, he does.	Yes, he does.^No, he does not.^We don't know.
			230003	paragraph_sentence		______________ Mangoes can be yellow, green or red. They are good to eat.			Mangoes are a type of fruit. Mangoes can be yellow, green or red. They are good to eat.	Mangoes are a type of fruit.	Mangoes are a type of fruit.^Mangoes are not a fruit.^Mangoes have only one color.
			230004	paragraph_sentence	What does the rat like to do?	The rat is small. It likes to eat. The rat eats a lot. The rat sleeps a lot too.				It likes to eat.	It likes to eat.^It likes to play.^It likes to dance.
			230005	paragraph_sentence		Mother is sick. Mother did all the work. Kabeer and I go to school. He has a good idea. ________________ I will help Mother feel better.			Mother is sick. Mother did all the work. Kabeer and I go to school. He has a good idea. Today I will do the work. I will help Mother feel better.	Today I will do the work.	Today I will do the work.^Today I will be sick.^Today my mom will do the work.
											
SpecialTest_23	2	230006, 230007, 230008, 230009, 230010									
			230006	image_sentence		l17_shehelpdadcarry.png			she is helping her dad carry boxes	She is helping her dad carry boxes.	She is helping her mom dry clothes.^She is helping her dad carry boxes.^She is helping her dad cook dinner.
			230007	paragraph_sentence	Does Faraz like big animals?	Faraz likes animals. He likes small animals. He likes big animals. Faraz likes all animals.				Yes, he does.	Yes, he does.^No, he does not.^We do not know.
			230008	paragraph_sentence		______________ Fruits can be sweet. Fruits can be sour.			Fruit is a type of food. Fruits can be sweet. Fruits can be sour.	Fruit is a type of food.	Fruit is a type of food.^Fruit is only sweet.^Fruit is never sour.
			230009	paragraph_sentence	Does the rat sleep a lot?	The rat is small. It likes to eat. The rat eats a lot. The rat sleeps a lot too.				Yes, it does.	Yes, it does.^No, it does not.^We don't know.
			230010	paragraph_sentence		_____________ Mother did all the work. Kabeer and I go to school. He has a good idea. Today I will do the work. I will help Mother feel better.			Mother is sick. Mother did all the work. Kabeer and I go to school. He has a good idea. Today I will do the work. I will help Mother feel better.	Mother is sick.	Mother is sick.^Father is sick.^Kabeer is sick.
											
SpecialTest_24	1	240001, 240002, 240003, 240004, 240005									
			240001	paragraph_sentence	What does Himanshu take care of?	Himanshu has chickens. Himanshu feeds the chickens. The chickens lay eggs. Himanshu collects the eggs. Himanshu takes care of the chickens.				He takes care of chickens.	He takes care of chickens.^He takes care of his brother.^He takes care of cows.
